geoid,Region,State,age,season,MMWR Year/Week,Deaths from pneumonia and influenza,All Deaths
State,,District of Columbia,All,2011-12,201213,4,81
State,,Florida,All,2011-12,201213,181,3370
State,,Georgia,All,2011-12,201213,87,1344
State,,Hawaii,All,2011-12,201213,26,200
State,,Idaho,All,2011-12,201213,25,247
State,,Illinois,All,2011-12,201213,184,2037
State,,Indiana,All,2011-12,201213,100,1131
State,,Iowa,All,2011-12,201213,54,557
State,,Kansas,All,2011-12,201213,43,503
State,,Kentucky,All,2011-12,201213,73,843
State,,Louisiana,All,2011-12,201213,37,789
State,,Maine,All,2011-12,201213,23,252
State,,Maryland,All,2011-12,201213,50,822
State,,Massachusetts,All,2011-12,201213,83,1007
State,,Michigan,All,2011-12,201213,149,1726
State,,Minnesota,All,2011-12,201213,57,740
State,,Mississippi,All,2011-12,201213,31,546
State,,Missouri,All,2011-12,201213,90,1061
State,,Montana,All,2011-12,201213,13,189
State,,Nebraska,All,2011-12,201213,16,317
State,,Nevada,All,2011-12,201213,24,395
State,,New Hampshire,All,2011-12,201213,14,193
State,,New Jersey,All,2011-12,201213,90,1321
State,,New Mexico,All,2011-12,201213,35,346
State,,New York,All,2011-12,201213,128,1824
State,,New York City,All,2011-12,201213,82,922
State,,North Carolina,All,2011-12,201213,135,1532
State,,North Dakota,All,2011-12,201213,15,134
State,,Ohio,All,2011-12,201213,186,2153
State,,Oklahoma,All,2011-12,201213,55,691
State,,Oregon,All,2011-12,201213,47,658
State,,Pennsylvania,All,2011-12,201213,179,2398
State,,Rhode Island,All,2011-12,201213,11,142
State,,South Carolina,All,2011-12,201213,47,785
State,,South Dakota,All,2011-12,201213,19,152
State,,Tennessee,All,2011-12,201213,92,1140
State,,Texas,All,2011-12,201213,262,3332
State,,Utah,All,2011-12,201213,31,299
State,,Vermont,All,2011-12,201213,13,107
State,,Virginia,All,2011-12,201213,78,1049
State,,Washington,All,2011-12,201213,88,1012
State,,West Virginia,All,2011-12,201213,34,358
State,,Wisconsin,All,2011-12,201213,73,873
State,,Wyoming,All,2011-12,201213,10,99
State,,Alabama,All,2011-12,201214,78,933
State,,Alaska,All,2011-12,201214,6,80
State,,Arizona,All,2011-12,201214,78,1032
State,,Arkansas,All,2011-12,201214,41,562
State,,California,All,2011-12,201214,518,4865
State,,Colorado,All,2011-12,201214,48,659
State,,Connecticut,All,2011-12,201214,41,572
State,,Delaware,All,2011-12,201214,11,161
State,,District of Columbia,All,2011-12,201214,6,106
State,,Florida,All,2011-12,201214,197,3403
State,,Georgia,All,2011-12,201214,98,1427
State,,Hawaii,All,2011-12,201214,30,214
State,,Idaho,All,2011-12,201214,17,228
State,,Illinois,All,2011-12,201214,161,1888
State,,Indiana,All,2011-12,201214,94,1113
State,,Iowa,All,2011-12,201214,45,554
State,,Kansas,All,2011-12,201214,37,460
State,,Kentucky,All,2011-12,201214,74,796
State,,Louisiana,All,2011-12,201214,47,806
State,,Maine,All,2011-12,201214,34,258
State,,Maryland,All,2011-12,201214,78,810
State,,Massachusetts,All,2011-12,201214,74,1003
State,,Michigan,All,2011-12,201214,131,1744
State,,Minnesota,All,2011-12,201214,58,752
State,,Mississippi,All,2011-12,201214,32,565
State,,Missouri,All,2011-12,201214,67,1014
State,,Montana,All,2011-12,201214,12,189
State,,Nebraska,All,2011-12,201214,20,293
State,,Nevada,All,2011-12,201214,28,399
State,,New Hampshire,All,2011-12,201214,8,184
State,,New Jersey,All,2011-12,201214,75,1304
State,,New Mexico,All,2011-12,201214,25,305
State,,New York,All,2011-12,201214,153,1845
State,,New York City,All,2011-12,201214,100,1026
State,,North Carolina,All,2011-12,201214,133,1460
State,,North Dakota,All,2011-12,201214,8,105
State,,Ohio,All,2011-12,201214,168,2126
State,,Oklahoma,All,2011-12,201214,46,679
State,,Oregon,All,2011-12,201214,33,596
State,,Pennsylvania,All,2011-12,201214,174,2435
State,,Rhode Island,All,2011-12,201214,24,185
State,,South Carolina,All,2011-12,201214,64,810
State,,South Dakota,All,2011-12,201214,12,127
State,,Tennessee,All,2011-12,201214,104,1150
State,,Texas,All,2011-12,201214,266,3285
State,,Utah,All,2011-12,201214,25,286
State,,Vermont,All,2011-12,201214,11,80
State,,Virginia,All,2011-12,201214,74,1156
State,,Washington,All,2011-12,201214,99,969
State,,West Virginia,All,2011-12,201214,31,414
State,,Wisconsin,All,2011-12,201214,74,952
State,,Wyoming,All,2011-12,201214,10,78
State,,Alabama,All,2011-12,201215,71,923
State,,Alaska,All,2011-12,201215,3,73
State,,Arizona,All,2011-12,201215,84,980
State,,Arkansas,All,2011-12,201215,44,567
State,,California,All,2011-12,201215,439,4815
State,,Colorado,All,2011-12,201215,50,670
State,,Connecticut,All,2011-12,201215,52,589
State,,Delaware,All,2011-12,201215,7,147
State,,District of Columbia,All,2011-12,201215,7,90
State,,Florida,All,2011-12,201215,190,3369
State,,Georgia,All,2011-12,201215,92,1383
State,,Hawaii,All,2011-12,201215,23,209
State,,Idaho,All,2011-12,201215,15,242
State,,Illinois,All,2011-12,201215,162,1905
State,,Indiana,All,2011-12,201215,105,1158
State,,Iowa,All,2011-12,201215,49,562
State,,Kansas,All,2011-12,201215,26,466
State,,Kentucky,All,2011-12,201215,70,831
State,,Louisiana,All,2011-12,201215,39,779
State,,Maine,All,2011-12,201215,21,262
State,,Maryland,All,2011-12,201215,71,860
State,,Massachusetts,All,2011-12,201215,99,1119
State,,Michigan,All,2011-12,201215,144,1818
State,,Minnesota,All,2011-12,201215,50,731
State,,Mississippi,All,2011-12,201215,34,546
State,,Missouri,All,2011-12,201215,60,1073
State,,Montana,All,2011-12,201215,10,171
State,,Nebraska,All,2011-12,201215,27,294
State,,Nevada,All,2011-12,201215,27,406
State,,New Hampshire,All,2011-12,201215,17,191
State,,New Jersey,All,2011-12,201215,64,1384
State,,New Mexico,All,2011-12,201215,45,327
State,,New York,All,2011-12,201215,157,1800
State,,New York City,All,2011-12,201215,86,1052
State,,North Carolina,All,2011-12,201215,137,1640
State,,North Dakota,All,2011-12,201215,10,120
State,,Ohio,All,2011-12,201215,159,2167
State,,Oklahoma,All,2011-12,201215,72,700
State,,Oregon,All,2011-12,201215,46,670
State,,Pennsylvania,All,2011-12,201215,184,2507
State,,Rhode Island,All,2011-12,201215,11,190
State,,South Carolina,All,2011-12,201215,61,838
State,,South Dakota,All,2011-12,201215,19,135
State,,Tennessee,All,2011-12,201215,95,1154
State,,Texas,All,2011-12,201215,244,3248
State,,Utah,All,2011-12,201215,23,309
State,,Vermont,All,2011-12,201215,8,101
State,,Virginia,All,2011-12,201215,84,1134
State,,Washington,All,2011-12,201215,81,993
State,,West Virginia,All,2011-12,201215,34,421
State,,Wisconsin,All,2011-12,201215,70,908
State,,Wyoming,All,2011-12,201215,6,92
State,,Alabama,All,2011-12,201216,65,965
State,,Alaska,All,2011-12,201216,3,90
State,,Arizona,All,2011-12,201216,66,957
State,,Arkansas,All,2011-12,201216,35,509
State,,California,All,2011-12,201216,498,4754
State,,Colorado,All,2011-12,201216,35,607
State,,Connecticut,All,2011-12,201216,42,613
State,,Delaware,All,2011-12,201216,7,154
State,,District of Columbia,All,2011-12,201216,8,85
State,,Florida,All,2011-12,201216,183,3350
State,,Georgia,All,2011-12,201216,92,1442
State,,Hawaii,All,2011-12,201216,22,218
State,,Idaho,All,2011-12,201216,8,219
State,,Illinois,All,2011-12,201216,139,1848
State,,Indiana,All,2011-12,201216,105,1198
State,,Iowa,All,2011-12,201216,44,534
State,,Kansas,All,2011-12,201216,34,476
State,,Kentucky,All,2011-12,201216,68,838
State,,Louisiana,All,2011-12,201216,47,767
State,,Maine,All,2011-12,201216,19,217
State,,Maryland,All,2011-12,201216,58,891
State,,Massachusetts,All,2011-12,201216,89,1014
State,,Michigan,All,2011-12,201216,122,1743
State,,Minnesota,All,2011-12,201216,68,756
State,,Mississippi,All,2011-12,201216,32,565
State,,Missouri,All,2011-12,201216,71,1042
State,,Montana,All,2011-12,201216,23,183
State,,Nebraska,All,2011-12,201216,20,277
State,,Nevada,All,2011-12,201216,34,396
State,,New Hampshire,All,2011-12,201216,24,217
State,,New Jersey,All,2011-12,201216,84,1380
State,,New Mexico,All,2011-12,201216,36,344
State,,New York,All,2011-12,201216,146,1936
State,,New York City,All,2011-12,201216,119,1034
State,,North Carolina,All,2011-12,201216,141,1578
State,,North Dakota,All,2011-12,201216,21,144
State,,Ohio,All,2011-12,201216,159,2093
State,,Oklahoma,All,2011-12,201216,51,683
State,,Oregon,All,2011-12,201216,42,666
State,,Pennsylvania,All,2011-12,201216,136,2469
State,,Rhode Island,All,2011-12,201216,17,186
State,,South Carolina,All,2011-12,201216,49,810
State,,South Dakota,All,2011-12,201216,8,126
State,,Tennessee,All,2011-12,201216,110,1187
State,,Texas,All,2011-12,201216,234,3316
State,,Utah,All,2011-12,201216,25,307
State,,Vermont,All,2011-12,201216,15,108
State,,Virginia,All,2011-12,201216,73,1225
State,,Washington,All,2011-12,201216,85,999
State,,West Virginia,All,2011-12,201216,38,437
State,,Wisconsin,All,2011-12,201216,79,913
State,,Wyoming,All,2011-12,201216,5,80
State,,Alabama,All,2011-12,201217,55,971
State,,Alaska,All,2011-12,201217,6,73
State,,Arizona,All,2011-12,201217,58,1021
State,,Arkansas,All,2011-12,201217,46,530
State,,California,All,2011-12,201217,416,4517
State,,Colorado,All,2011-12,201217,51,660
State,,Connecticut,All,2011-12,201217,28,553
State,,Delaware,All,2011-12,201217,9,144
State,,District of Columbia,All,2011-12,201217,3,72
State,,Florida,All,2011-12,201217,177,3413
State,,Georgia,All,2011-12,201217,98,1402
State,,Hawaii,All,2011-12,201217,20,199
State,,Idaho,All,2011-12,201217,12,245
State,,Illinois,All,2011-12,201217,161,1980
State,,Indiana,All,2011-12,201217,99,1113
State,,Iowa,All,2011-12,201217,38,511
State,,Kansas,All,2011-12,201217,43,455
State,,Kentucky,All,2011-12,201217,77,827
State,,Louisiana,All,2011-12,201217,49,775
State,,Maine,All,2011-12,201217,20,251
State,,Maryland,All,2011-12,201217,61,857
State,,Massachusetts,All,2011-12,201217,81,1003
State,,Michigan,All,2011-12,201217,134,1707
State,,Minnesota,All,2011-12,201217,53,727
State,,Mississippi,All,2011-12,201217,38,574
State,,Missouri,All,2011-12,201217,78,1053
State,,Montana,All,2011-12,201217,9,165
State,,Nebraska,All,2011-12,201217,28,281
State,,Nevada,All,2011-12,201217,31,431
State,,New Hampshire,All,2011-12,201217,16,216
State,,New Jersey,All,2011-12,201217,79,1305
State,,New Mexico,All,2011-12,201217,21,360
State,,New York,All,2011-12,201217,163,1845
State,,New York City,All,2011-12,201217,86,949
State,,North Carolina,All,2011-12,201217,117,1533
State,,North Dakota,All,2011-12,201217,15,129
State,,Ohio,All,2011-12,201217,180,2149
State,,Oklahoma,All,2011-12,201217,58,698
State,,Oregon,All,2011-12,201217,48,650
State,,Pennsylvania,All,2011-12,201217,152,2358
State,,Rhode Island,All,2011-12,201217,13,176
State,,South Carolina,All,2011-12,201217,59,856
State,,South Dakota,All,2011-12,201217,21,158
State,,Tennessee,All,2011-12,201217,103,1197
State,,Texas,All,2011-12,201217,211,3256
State,,Utah,All,2011-12,201217,21,282
State,,Vermont,All,2011-12,201217,9,95
State,,Virginia,All,2011-12,201217,83,1159
State,,Washington,All,2011-12,201217,75,966
State,,West Virginia,All,2011-12,201217,39,404
State,,Wisconsin,All,2011-12,201217,60,842
State,,Wyoming,All,2011-12,201217,7,80
State,,Alabama,All,2011-12,201218,72,924
State,,Alaska,All,2011-12,201218,3,70
State,,Arizona,All,2011-12,201218,56,936
State,,Arkansas,All,2011-12,201218,45,632
State,,California,All,2011-12,201218,400,4542
State,,Colorado,All,2011-12,201218,38,598
State,,Connecticut,All,2011-12,201218,60,547
State,,Delaware,All,2011-12,201218,6,134
State,,District of Columbia,All,2011-12,201218,4,102
State,,Florida,All,2011-12,201218,165,3352
State,,Georgia,All,2011-12,201218,82,1389
State,,Hawaii,All,2011-12,201218,18,206
State,,Idaho,All,2011-12,201218,15,212
State,,Illinois,All,2011-12,201218,134,1924
State,,Indiana,All,2011-12,201218,92,1109
State,,Iowa,All,2011-12,201218,56,515
State,,Kansas,All,2011-12,201218,35,462
State,,Kentucky,All,2011-12,201218,55,803
State,,Louisiana,All,2011-12,201218,45,810
State,,Maine,All,2011-12,201218,15,220
State,,Maryland,All,2011-12,201218,71,834
State,,Massachusetts,All,2011-12,201218,82,936
State,,Michigan,All,2011-12,201218,120,1777
State,,Minnesota,All,2011-12,201218,61,736
State,,Mississippi,All,2011-12,201218,39,581
State,,Missouri,All,2011-12,201218,69,993
State,,Montana,All,2011-12,201218,11,172
State,,Nebraska,All,2011-12,201218,28,294
State,,Nevada,All,2011-12,201218,24,396
State,,New Hampshire,All,2011-12,201218,8,188
State,,New Jersey,All,2011-12,201218,95,1339
State,,New Mexico,All,2011-12,201218,24,359
State,,New York,All,2011-12,201218,143,1881
State,,New York City,All,2011-12,201218,87,963
State,,North Carolina,All,2011-12,201218,138,1519
State,,North Dakota,All,2011-12,201218,11,113
State,,Ohio,All,2011-12,201218,167,2139
State,,Oklahoma,All,2011-12,201218,51,648
State,,Oregon,All,2011-12,201218,51,679
State,,Pennsylvania,All,2011-12,201218,169,2445
State,,Rhode Island,All,2011-12,201218,22,191
State,,South Carolina,All,2011-12,201218,49,765
State,,South Dakota,All,2011-12,201218,8,126
State,,Tennessee,All,2011-12,201218,103,1147
State,,Texas,All,2011-12,201218,253,3260
State,,Utah,All,2011-12,201218,17,257
State,,Vermont,All,2011-12,201218,9,94
State,,Virginia,All,2011-12,201218,81,1172
State,,Washington,All,2011-12,201218,78,944
State,,West Virginia,All,2011-12,201218,37,432
State,,Wisconsin,All,2011-12,201218,52,876
State,,Wyoming,All,2011-12,201218,6,91
State,,Alabama,All,2011-12,201219,60,905
State,,Alaska,All,2011-12,201219,9,77
State,,Arizona,All,2011-12,201219,57,897
State,,Arkansas,All,2011-12,201219,36,528
State,,California,All,2011-12,201219,386,4476
State,,Colorado,All,2011-12,201219,42,617
State,,Connecticut,All,2011-12,201219,36,569
State,,Delaware,All,2011-12,201219,9,160
State,,District of Columbia,All,2011-12,201219,4,84
State,,Florida,All,2011-12,201219,183,3378
State,,Georgia,All,2011-12,201219,69,1310
State,,Hawaii,All,2011-12,201219,18,184
State,,Idaho,All,2011-12,201219,15,241
State,,Illinois,All,2011-12,201219,141,1858
State,,Indiana,All,2011-12,201219,96,1192
State,,Iowa,All,2011-12,201219,43,537
State,,Kansas,All,2011-12,201219,28,457
State,,Kentucky,All,2011-12,201219,58,791
State,,Louisiana,All,2011-12,201219,50,770
State,,Maine,All,2011-12,201219,22,259
State,,Maryland,All,2011-12,201219,55,816
State,,Massachusetts,All,2011-12,201219,78,971
State,,Michigan,All,2011-12,201219,125,1667
State,,Minnesota,All,2011-12,201219,52,703
State,,Mississippi,All,2011-12,201219,33,520
State,,Missouri,All,2011-12,201219,55,981
State,,Montana,All,2011-12,201219,11,173
State,,Nebraska,All,2011-12,201219,20,237
State,,Nevada,All,2011-12,201219,25,388
State,,New Hampshire,All,2011-12,201219,21,216
State,,New Jersey,All,2011-12,201219,81,1273
State,,New Mexico,All,2011-12,201219,16,291
State,,New York,All,2011-12,201219,155,1797
State,,New York City,All,2011-12,201219,93,949
State,,North Carolina,All,2011-12,201219,112,1462
State,,North Dakota,All,2011-12,201219,7,114
State,,Ohio,All,2011-12,201219,149,2092
State,,Oklahoma,All,2011-12,201219,51,653
State,,Oregon,All,2011-12,201219,29,601
State,,Pennsylvania,All,2011-12,201219,142,2326
State,,Rhode Island,All,2011-12,201219,12,164
State,,South Carolina,All,2011-12,201219,48,777
State,,South Dakota,All,2011-12,201219,12,132
State,,Tennessee,All,2011-12,201219,98,1125
State,,Texas,All,2011-12,201219,243,3226
State,,Utah,All,2011-12,201219,19,279
State,,Vermont,All,2011-12,201219,12,107
State,,Virginia,All,2011-12,201219,70,1092
State,,Washington,All,2011-12,201219,75,994
State,,West Virginia,All,2011-12,201219,33,404
State,,Wisconsin,All,2011-12,201219,51,890
State,,Wyoming,All,2011-12,201219,3,72
State,,Alabama,All,2011-12,201220,58,885
State,,Alaska,All,2011-12,201220,1,57
State,,Arizona,All,2011-12,201220,61,930
State,,Arkansas,All,2011-12,201220,31,529
State,,California,All,2011-12,201220,434,4515
State,,Colorado,All,2011-12,201220,37,626
State,,Connecticut,All,2011-12,201220,32,520
State,,Delaware,All,2011-12,201220,10,159
State,,District of Columbia,All,2011-12,201220,5,83
State,,Florida,All,2011-12,201220,171,3280
State,,Georgia,All,2011-12,201220,69,1288
State,,Hawaii,All,2011-12,201220,20,233
State,,Idaho,All,2011-12,201220,13,222
State,,Illinois,All,2011-12,201220,128,1906
State,,Indiana,All,2011-12,201220,84,1142
State,,Iowa,All,2011-12,201220,33,511
State,,Kansas,All,2011-12,201220,32,454
State,,Kentucky,All,2011-12,201220,74,798
State,,Louisiana,All,2011-12,201220,32,783
State,,Maine,All,2011-12,201220,16,242
State,,Maryland,All,2011-12,201220,73,866
State,,Massachusetts,All,2011-12,201220,99,970
State,,Michigan,All,2011-12,201220,104,1632
State,,Minnesota,All,2011-12,201220,43,736
State,,Mississippi,All,2011-12,201220,29,546
State,,Missouri,All,2011-12,201220,86,1041
State,,Montana,All,2011-12,201220,11,138
State,,Nebraska,All,2011-12,201220,23,276
State,,Nevada,All,2011-12,201220,28,411
State,,New Hampshire,All,2011-12,201220,10,183
State,,New Jersey,All,2011-12,201220,85,1307
State,,New Mexico,All,2011-12,201220,24,301
State,,New York,All,2011-12,201220,135,1757
State,,New York City,All,2011-12,201220,80,964
State,,North Carolina,All,2011-12,201220,128,1526
State,,North Dakota,All,2011-12,201220,9,119
State,,Ohio,All,2011-12,201220,129,2045
State,,Oklahoma,All,2011-12,201220,49,676
State,,Oregon,All,2011-12,201220,28,608
State,,Pennsylvania,All,2011-12,201220,141,2360
State,,Rhode Island,All,2011-12,201220,17,189
State,,South Carolina,All,2011-12,201220,58,849
State,,South Dakota,All,2011-12,201220,14,134
State,,Tennessee,All,2011-12,201220,89,1121
State,,Texas,All,2011-12,201220,239,3269
State,,Utah,All,2011-12,201220,16,324
State,,Vermont,All,2011-12,201220,8,104
State,,Virginia,All,2011-12,201220,69,1079
State,,Washington,All,2011-12,201220,88,954
State,,West Virginia,All,2011-12,201220,36,393
State,,Wisconsin,All,2011-12,201220,61,927
State,,Wyoming,All,2011-12,201220,1,86
State,,Alabama,All,2011-12,201221,65,881
State,,Alaska,All,2011-12,201221,2,64
State,,Arizona,All,2011-12,201221,58,942
State,,Arkansas,All,2011-12,201221,44,586
State,,California,All,2011-12,201221,350,4351
State,,Colorado,All,2011-12,201221,36,590
State,,Connecticut,All,2011-12,201221,43,552
State,,Delaware,All,2011-12,201221,10,158
State,,District of Columbia,All,2011-12,201221,4,85
State,,Florida,All,2011-12,201221,158,3311
State,,Georgia,All,2011-12,201221,80,1281
State,,Hawaii,All,2011-12,201221,13,190
State,,Idaho,All,2011-12,201221,16,225
State,,Illinois,All,2011-12,201221,129,1927
State,,Indiana,All,2011-12,201221,94,1122
State,,Iowa,All,2011-12,201221,47,528
State,,Kansas,All,2011-12,201221,24,474
State,,Kentucky,All,2011-12,201221,72,856
State,,Louisiana,All,2011-12,201221,42,749
State,,Maine,All,2011-12,201221,14,238
State,,Maryland,All,2011-12,201221,67,795
State,,Massachusetts,All,2011-12,201221,80,964
State,,Michigan,All,2011-12,201221,122,1666
State,,Minnesota,All,2011-12,201221,53,706
State,,Mississippi,All,2011-12,201221,35,566
State,,Missouri,All,2011-12,201221,81,1005
State,,Montana,All,2011-12,201221,10,178
State,,Nebraska,All,2011-12,201221,22,291
State,,Nevada,All,2011-12,201221,24,402
State,,New Hampshire,All,2011-12,201221,16,208
State,,New Jersey,All,2011-12,201221,78,1225
State,,New Mexico,All,2011-12,201221,22,310
State,,New York,All,2011-12,201221,129,1774
State,,New York City,All,2011-12,201221,104,963
State,,North Carolina,All,2011-12,201221,131,1549
State,,North Dakota,All,2011-12,201221,3,103
State,,Ohio,All,2011-12,201221,136,2007
State,,Oklahoma,All,2011-12,201221,67,696
State,,Oregon,All,2011-12,201221,38,597
State,,Pennsylvania,All,2011-12,201221,124,2360
State,,Rhode Island,All,2011-12,201221,14,180
State,,South Carolina,All,2011-12,201221,54,799
State,,South Dakota,All,2011-12,201221,10,126
State,,Tennessee,All,2011-12,201221,88,1196
State,,Texas,All,2011-12,201221,237,3253
State,,Utah,All,2011-12,201221,20,269
State,,Vermont,All,2011-12,201221,11,108
State,,Virginia,All,2011-12,201221,61,1146
State,,Washington,All,2011-12,201221,77,903
State,,West Virginia,All,2011-12,201221,33,395
State,,Wisconsin,All,2011-12,201221,52,867
State,,Wyoming,All,2011-12,201221,9,92
State,,Alabama,All,2011-12,201222,66,891
State,,Alaska,All,2011-12,201222,2,69
State,,Arizona,All,2011-12,201222,53,903
State,,Arkansas,All,2011-12,201222,36,579
State,,California,All,2011-12,201222,374,4549
State,,Colorado,All,2011-12,201222,38,609
State,,Connecticut,All,2011-12,201222,33,524
State,,Delaware,All,2011-12,201222,6,129
State,,District of Columbia,All,2011-12,201222,7,83
State,,Florida,All,2011-12,201222,173,3276
State,,Georgia,All,2011-12,201222,86,1395
State,,Hawaii,All,2011-12,201222,24,207
State,,Idaho,All,2011-12,201222,16,220
State,,Illinois,All,2011-12,201222,125,1884
State,,Indiana,All,2011-12,201222,57,1042
State,,Iowa,All,2011-12,201222,32,450
State,,Kansas,All,2011-12,201222,26,480
State,,Kentucky,All,2011-12,201222,61,822
State,,Louisiana,All,2011-12,201222,45,757
State,,Maine,All,2011-12,201222,24,212
State,,Maryland,All,2011-12,201222,62,803
State,,Massachusetts,All,2011-12,201222,79,905
State,,Michigan,All,2011-12,201222,101,1584
State,,Minnesota,All,2011-12,201222,35,743
State,,Mississippi,All,2011-12,201222,26,540
State,,Missouri,All,2011-12,201222,64,1012
State,,Montana,All,2011-12,201222,15,167
State,,Nebraska,All,2011-12,201222,22,294
State,,Nevada,All,2011-12,201222,23,407
State,,New Hampshire,All,2011-12,201222,14,205
State,,New Jersey,All,2011-12,201222,70,1270
State,,New Mexico,All,2011-12,201222,27,295
State,,New York,All,2011-12,201222,133,1732
State,,New York City,All,2011-12,201222,77,896
State,,North Carolina,All,2011-12,201222,113,1433
State,,North Dakota,All,2011-12,201222,9,103
State,,Ohio,All,2011-12,201222,122,1923
State,,Oklahoma,All,2011-12,201222,43,643
State,,Oregon,All,2011-12,201222,37,642
State,,Pennsylvania,All,2011-12,201222,150,2192
State,,Rhode Island,All,2011-12,201222,7,152
State,,South Carolina,All,2011-12,201222,63,806
State,,South Dakota,All,2011-12,201222,6,125
State,,Tennessee,All,2011-12,201222,94,1113
State,,Texas,All,2011-12,201222,233,3240
State,,Utah,All,2011-12,201222,10,287
State,,Vermont,All,2011-12,201222,9,108
State,,Virginia,All,2011-12,201222,74,1106
State,,Washington,All,2011-12,201222,70,929
State,,West Virginia,All,2011-12,201222,26,399
State,,Wisconsin,All,2011-12,201222,49,879
State,,Wyoming,All,2011-12,201222,5,85
State,,Alabama,All,2011-12,201223,68,935
State,,Alaska,All,2011-12,201223,1,70
State,,Arizona,All,2011-12,201223,61,929
State,,Arkansas,All,2011-12,201223,39,521
State,,California,All,2011-12,201223,350,4416
State,,Colorado,All,2011-12,201223,37,594
State,,Connecticut,All,2011-12,201223,30,533
State,,Delaware,All,2011-12,201223,7,118
State,,District of Columbia,All,2011-12,201223,5,96
State,,Florida,All,2011-12,201223,171,3368
State,,Georgia,All,2011-12,201223,70,1331
State,,Hawaii,All,2011-12,201223,17,186
State,,Idaho,All,2011-12,201223,10,208
State,,Illinois,All,2011-12,201223,126,1771
State,,Indiana,All,2011-12,201223,75,1085
State,,Iowa,All,2011-12,201223,34,497
State,,Kansas,All,2011-12,201223,16,439
State,,Kentucky,All,2011-12,201223,50,804
State,,Louisiana,All,2011-12,201223,25,763
State,,Maine,All,2011-12,201223,14,222
State,,Maryland,All,2011-12,201223,54,764
State,,Massachusetts,All,2011-12,201223,69,988
State,,Michigan,All,2011-12,201223,110,1639
State,,Minnesota,All,2011-12,201223,41,724
State,,Mississippi,All,2011-12,201223,30,553
State,,Missouri,All,2011-12,201223,65,1051
State,,Montana,All,2011-12,201223,11,182
State,,Nebraska,All,2011-12,201223,19,289
State,,Nevada,All,2011-12,201223,26,388
State,,New Hampshire,All,2011-12,201223,8,203
State,,New Jersey,All,2011-12,201223,82,1296
State,,New Mexico,All,2011-12,201223,18,285
State,,New York,All,2011-12,201223,146,1724
State,,New York City,All,2011-12,201223,93,915
State,,North Carolina,All,2011-12,201223,112,1432
State,,North Dakota,All,2011-12,201223,7,110
State,,Ohio,All,2011-12,201223,131,2079
State,,Oklahoma,All,2011-12,201223,50,693
State,,Oregon,All,2011-12,201223,33,587
State,,Pennsylvania,All,2011-12,201223,132,2320
State,,Rhode Island,All,2011-12,201223,10,155
State,,South Carolina,All,2011-12,201223,54,771
State,,South Dakota,All,2011-12,201223,15,149
State,,Tennessee,All,2011-12,201223,80,1144
State,,Texas,All,2011-12,201223,199,3144
State,,Utah,All,2011-12,201223,19,305
State,,Vermont,All,2011-12,201223,12,113
State,,Virginia,All,2011-12,201223,74,1184
State,,Washington,All,2011-12,201223,83,937
State,,West Virginia,All,2011-12,201223,40,416
State,,Wisconsin,All,2011-12,201223,50,905
State,,Wyoming,All,2011-12,201223,5,88
State,,Alabama,All,2011-12,201224,58,924
State,,Alaska,All,2011-12,201224,1,70
State,,Arizona,All,2011-12,201224,54,936
State,,Arkansas,All,2011-12,201224,32,569
State,,California,All,2011-12,201224,370,4428
State,,Colorado,All,2011-12,201224,28,610
State,,Connecticut,All,2011-12,201224,40,536
State,,Delaware,All,2011-12,201224,12,148
State,,District of Columbia,All,2011-12,201224,3,79
State,,Florida,All,2011-12,201224,173,3401
State,,Georgia,All,2011-12,201224,72,1293
State,,Hawaii,All,2011-12,201224,24,226
State,,Idaho,All,2011-12,201224,11,212
State,,Illinois,All,2011-12,201224,129,1883
State,,Indiana,All,2011-12,201224,88,1080
State,,Iowa,All,2011-12,201224,43,493
State,,Kansas,All,2011-12,201224,33,459
State,,Kentucky,All,2011-12,201224,49,841
State,,Louisiana,All,2011-12,201224,45,749
State,,Maine,All,2011-12,201224,19,229
State,,Maryland,All,2011-12,201224,57,848
State,,Massachusetts,All,2011-12,201224,82,936
State,,Michigan,All,2011-12,201224,117,1703
State,,Minnesota,All,2011-12,201224,55,735
State,,Mississippi,All,2011-12,201224,29,567
State,,Missouri,All,2011-12,201224,52,1018
State,,Montana,All,2011-12,201224,5,154
State,,Nebraska,All,2011-12,201224,21,318
State,,Nevada,All,2011-12,201224,26,371
State,,New Hampshire,All,2011-12,201224,10,199
State,,New Jersey,All,2011-12,201224,58,1299
State,,New Mexico,All,2011-12,201224,33,343
State,,New York,All,2011-12,201224,121,1745
State,,New York City,All,2011-12,201224,78,921
State,,North Carolina,All,2011-12,201224,95,1409
State,,North Dakota,All,2011-12,201224,8,89
State,,Ohio,All,2011-12,201224,142,2059
State,,Oklahoma,All,2011-12,201224,56,697
State,,Oregon,All,2011-12,201224,36,692
State,,Pennsylvania,All,2011-12,201224,133,2255
State,,Rhode Island,All,2011-12,201224,17,189
State,,South Carolina,All,2011-12,201224,53,811
State,,South Dakota,All,2011-12,201224,18,136
State,,Tennessee,All,2011-12,201224,88,1118
State,,Texas,All,2011-12,201224,225,3252
State,,Utah,All,2011-12,201224,23,279
State,,Vermont,All,2011-12,201224,4,90
State,,Virginia,All,2011-12,201224,59,1163
State,,Washington,All,2011-12,201224,69,943
State,,West Virginia,All,2011-12,201224,40,431
