geoid,Region,State,age,season,MMWR Year/Week,Deaths from pneumonia and influenza,All Deaths
State,,New York City,All,2009-10,201021,82,899
State,,North Carolina,All,2009-10,201021,100,1413
State,,North Dakota,All,2009-10,201021,16,110
State,,Ohio,All,2009-10,201021,159,2068
State,,Oklahoma,All,2009-10,201021,53,694
State,,Oregon,All,2009-10,201021,43,567
State,,Pennsylvania,All,2009-10,201021,131,2229
State,,Rhode Island,All,2009-10,201021,14,177
State,,South Carolina,All,2009-10,201021,57,773
State,,South Dakota,All,2009-10,201021,10,157
State,,Tennessee,All,2009-10,201021,84,1130
State,,Texas,All,2009-10,201021,199,3116
State,,Utah,All,2009-10,201021,20,287
State,,Vermont,All,2009-10,201021,14,103
State,,Virginia,All,2009-10,201021,67,1055
State,,Washington,All,2009-10,201021,60,831
State,,West Virginia,All,2009-10,201021,30,397
State,,Wisconsin,All,2009-10,201021,62,881
State,,Wyoming,All,2009-10,201021,8,86
State,,Alabama,All,2009-10,201022,63,900
State,,Alaska,All,2009-10,201022,2,57
State,,Arizona,All,2009-10,201022,50,916
State,,Arkansas,All,2009-10,201022,43,533
State,,California,All,2009-10,201022,428,4376
State,,Colorado,All,2009-10,201022,34,576
State,,Connecticut,All,2009-10,201022,30,539
State,,Delaware,All,2009-10,201022,6,119
State,,District of Columbia,All,2009-10,201022,8,89
State,,Florida,All,2009-10,201022,160,3143
State,,Georgia,All,2009-10,201022,69,1255
State,,Hawaii,All,2009-10,201022,22,187
State,,Idaho,All,2009-10,201022,10,194
State,,Illinois,All,2009-10,201022,121,1791
State,,Indiana,All,2009-10,201022,77,992
State,,Iowa,All,2009-10,201022,33,522
State,,Kansas,All,2009-10,201022,28,447
State,,Kentucky,All,2009-10,201022,47,773
State,,Louisiana,All,2009-10,201022,55,761
State,,Maine,All,2009-10,201022,13,228
State,,Maryland,All,2009-10,201022,53,794
State,,Massachusetts,All,2009-10,201022,82,961
State,,Michigan,All,2009-10,201022,92,1645
State,,Minnesota,All,2009-10,201022,55,700
State,,Mississippi,All,2009-10,201022,37,550
State,,Missouri,All,2009-10,201022,70,972
State,,Montana,All,2009-10,201022,20,179
State,,Nebraska,All,2009-10,201022,16,261
State,,Nevada,All,2009-10,201022,17,338
State,,New Hampshire,All,2009-10,201022,10,195
State,,New Jersey,All,2009-10,201022,68,1183
State,,New Mexico,All,2009-10,201022,24,299
State,,New York,All,2009-10,201022,132,1704
State,,New York City,All,2009-10,201022,97,992
State,,North Carolina,All,2009-10,201022,125,1474
State,,North Dakota,All,2009-10,201022,6,113
State,,Ohio,All,2009-10,201022,153,2013
State,,Oklahoma,All,2009-10,201022,41,655
State,,Oregon,All,2009-10,201022,46,609
State,,Pennsylvania,All,2009-10,201022,133,2245
State,,Rhode Island,All,2009-10,201022,16,204
State,,South Carolina,All,2009-10,201022,52,812
State,,South Dakota,All,2009-10,201022,14,116
State,,Tennessee,All,2009-10,201022,93,1069
State,,Texas,All,2009-10,201022,214,2992
State,,Utah,All,2009-10,201022,24,278
State,,Vermont,All,2009-10,201022,11,106
State,,Virginia,All,2009-10,201022,93,1139
State,,Washington,All,2009-10,201022,67,894
State,,West Virginia,All,2009-10,201022,30,361
State,,Wisconsin,All,2009-10,201022,59,883
State,,Wyoming,All,2009-10,201022,8,100
State,,Alabama,All,2009-10,201023,65,915
State,,Alaska,All,2009-10,201023,4,70
State,,Arizona,All,2009-10,201023,43,875
State,,Arkansas,All,2009-10,201023,35,559
State,,California,All,2009-10,201023,404,4192
State,,Colorado,All,2009-10,201023,33,563
State,,Connecticut,All,2009-10,201023,40,514
State,,Delaware,All,2009-10,201023,14,127
State,,District of Columbia,All,2009-10,201023,5,77
State,,Florida,All,2009-10,201023,191,3248
State,,Georgia,All,2009-10,201023,94,1331
State,,Hawaii,All,2009-10,201023,18,187
State,,Idaho,All,2009-10,201023,10,225
State,,Illinois,All,2009-10,201023,115,1780
State,,Indiana,All,2009-10,201023,78,1053
State,,Iowa,All,2009-10,201023,31,483
State,,Kansas,All,2009-10,201023,37,453
State,,Kentucky,All,2009-10,201023,77,823
State,,Louisiana,All,2009-10,201023,52,753
State,,Maine,All,2009-10,201023,15,228
State,,Maryland,All,2009-10,201023,61,751
State,,Massachusetts,All,2009-10,201023,81,938
State,,Michigan,All,2009-10,201023,133,1624
State,,Minnesota,All,2009-10,201023,38,678
State,,Mississippi,All,2009-10,201023,32,491
State,,Missouri,All,2009-10,201023,56,1047
State,,Montana,All,2009-10,201023,8,155
State,,Nebraska,All,2009-10,201023,25,278
State,,Nevada,All,2009-10,201023,27,386
State,,New Hampshire,All,2009-10,201023,13,175
State,,New Jersey,All,2009-10,201023,82,1286
State,,New Mexico,All,2009-10,201023,15,285
State,,New York,All,2009-10,201023,131,1653
State,,New York City,All,2009-10,201023,87,950
State,,North Carolina,All,2009-10,201023,109,1427
State,,North Dakota,All,2009-10,201023,8,104
State,,Ohio,All,2009-10,201023,149,1959
State,,Oklahoma,All,2009-10,201023,41,666
State,,Oregon,All,2009-10,201023,54,601
State,,Pennsylvania,All,2009-10,201023,131,2231
State,,Rhode Island,All,2009-10,201023,16,176
State,,South Carolina,All,2009-10,201023,56,767
State,,South Dakota,All,2009-10,201023,13,126
State,,Tennessee,All,2009-10,201023,97,1131
State,,Texas,All,2009-10,201023,207,3012
State,,Utah,All,2009-10,201023,22,268
State,,Vermont,All,2009-10,201023,9,86
State,,Virginia,All,2009-10,201023,79,1071
State,,Washington,All,2009-10,201023,63,865
State,,West Virginia,All,2009-10,201023,47,412
State,,Wisconsin,All,2009-10,201023,61,877
State,,Wyoming,All,2009-10,201023,2,94
State,,Alabama,All,2009-10,201024,54,929
State,,Alaska,All,2009-10,201024,3,63
State,,Arizona,All,2009-10,201024,46,855
State,,Arkansas,All,2009-10,201024,51,554
State,,California,All,2009-10,201024,381,4306
State,,Colorado,All,2009-10,201024,38,577
State,,Connecticut,All,2009-10,201024,35,545
State,,Delaware,All,2009-10,201024,7,146
State,,District of Columbia,All,2009-10,201024,5,90
State,,Florida,All,2009-10,201024,187,3284
State,,Georgia,All,2009-10,201024,89,1294
State,,Hawaii,All,2009-10,201024,13,169
State,,Idaho,All,2009-10,201024,8,178
State,,Illinois,All,2009-10,201024,155,1786
State,,Indiana,All,2009-10,201024,62,1073
State,,Iowa,All,2009-10,201024,27,463
State,,Kansas,All,2009-10,201024,39,476
State,,Kentucky,All,2009-10,201024,72,828
State,,Louisiana,All,2009-10,201024,53,806
State,,Maine,All,2009-10,201024,8,237
State,,Maryland,All,2009-10,201024,61,764
State,,Massachusetts,All,2009-10,201024,87,930
State,,Michigan,All,2009-10,201024,111,1546
State,,Minnesota,All,2009-10,201024,42,666
State,,Mississippi,All,2009-10,201024,27,532
State,,Missouri,All,2009-10,201024,63,1000
State,,Montana,All,2009-10,201024,16,139
State,,Nebraska,All,2009-10,201024,26,273
State,,Nevada,All,2009-10,201024,25,385
State,,New Hampshire,All,2009-10,201024,18,184
State,,New Jersey,All,2009-10,201024,74,1235
State,,New Mexico,All,2009-10,201024,23,304
State,,New York,All,2009-10,201024,117,1708
State,,New York City,All,2009-10,201024,66,903
State,,North Carolina,All,2009-10,201024,111,1429
State,,North Dakota,All,2009-10,201024,11,112
State,,Ohio,All,2009-10,201024,126,1990
State,,Oklahoma,All,2009-10,201024,54,663
State,,Oregon,All,2009-10,201024,32,577
State,,Pennsylvania,All,2009-10,201024,134,2252
State,,Rhode Island,All,2009-10,201024,14,174
State,,South Carolina,All,2009-10,201024,44,758
State,,South Dakota,All,2009-10,201024,5,122
State,,Tennessee,All,2009-10,201024,81,1113
State,,Texas,All,2009-10,201024,211,3030
State,,Utah,All,2009-10,201024,15,278
State,,Vermont,All,2009-10,201024,4,92
State,,Virginia,All,2009-10,201024,75,1175
State,,Washington,All,2009-10,201024,75,867
State,,West Virginia,All,2009-10,201024,33,414
State,,Wisconsin,All,2009-10,201024,55,821
State,,Wyoming,All,2009-10,201024,10,102
State,,Alabama,All,2009-10,201025,53,870
State,,Alaska,All,2009-10,201025,5,83
State,,Arizona,All,2009-10,201025,33,822
State,,Arkansas,All,2009-10,201025,45,510
State,,California,All,2009-10,201025,397,4254
State,,Colorado,All,2009-10,201025,32,545
State,,Connecticut,All,2009-10,201025,30,551
State,,Delaware,All,2009-10,201025,11,161
State,,District of Columbia,All,2009-10,201025,3,80
State,,Florida,All,2009-10,201025,181,3214
State,,Georgia,All,2009-10,201025,79,1308
State,,Hawaii,All,2009-10,201025,18,181
State,,Idaho,All,2009-10,201025,18,203
State,,Illinois,All,2009-10,201025,126,1838
State,,Indiana,All,2009-10,201025,68,1018
State,,Iowa,All,2009-10,201025,39,506
State,,Kansas,All,2009-10,201025,37,446
State,,Kentucky,All,2009-10,201025,63,778
State,,Louisiana,All,2009-10,201025,39,677
State,,Maine,All,2009-10,201025,13,230
State,,Maryland,All,2009-10,201025,60,794
State,,Massachusetts,All,2009-10,201025,79,908
State,,Michigan,All,2009-10,201025,104,1659
State,,Minnesota,All,2009-10,201025,59,699
State,,Mississippi,All,2009-10,201025,38,489
State,,Missouri,All,2009-10,201025,62,938
State,,Montana,All,2009-10,201025,10,160
State,,Nebraska,All,2009-10,201025,25,273
State,,Nevada,All,2009-10,201025,28,381
State,,New Hampshire,All,2009-10,201025,13,219
State,,New Jersey,All,2009-10,201025,78,1260
State,,New Mexico,All,2009-10,201025,17,283
State,,New York,All,2009-10,201025,102,1798
State,,New York City,All,2009-10,201025,93,954
State,,North Carolina,All,2009-10,201025,114,1342
State,,North Dakota,All,2009-10,201025,16,121
State,,Ohio,All,2009-10,201025,123,1912
State,,Oklahoma,All,2009-10,201025,48,654
State,,Oregon,All,2009-10,201025,35,617
State,,Pennsylvania,All,2009-10,201025,150,2253
State,,Rhode Island,All,2009-10,201025,16,195
State,,South Carolina,All,2009-10,201025,52,767
State,,South Dakota,All,2009-10,201025,14,138
State,,Tennessee,All,2009-10,201025,83,1088
State,,Texas,All,2009-10,201025,192,2916
State,,Utah,All,2009-10,201025,22,276
State,,Vermont,All,2009-10,201025,12,101
State,,Virginia,All,2009-10,201025,62,996
State,,Washington,All,2009-10,201025,64,903
State,,West Virginia,All,2009-10,201025,36,391
State,,Wisconsin,All,2009-10,201025,44,869
State,,Wyoming,All,2009-10,201025,8,74
State,,Alabama,All,2009-10,201026,49,821
State,,Alaska,All,2009-10,201026,6,79
State,,Arizona,All,2009-10,201026,57,903
State,,Arkansas,All,2009-10,201026,32,524
State,,California,All,2009-10,201026,372,4249
State,,Colorado,All,2009-10,201026,43,569
State,,Connecticut,All,2009-10,201026,38,541
State,,Delaware,All,2009-10,201026,4,134
State,,District of Columbia,All,2009-10,201026,6,88
State,,Florida,All,2009-10,201026,171,3096
State,,Georgia,All,2009-10,201026,73,1293
State,,Hawaii,All,2009-10,201026,12,169
State,,Idaho,All,2009-10,201026,13,229
State,,Illinois,All,2009-10,201026,121,1800
State,,Indiana,All,2009-10,201026,59,1027
State,,Iowa,All,2009-10,201026,29,475
State,,Kansas,All,2009-10,201026,29,458
State,,Kentucky,All,2009-10,201026,65,784
State,,Louisiana,All,2009-10,201026,49,756
State,,Maine,All,2009-10,201026,17,202
State,,Maryland,All,2009-10,201026,64,830
State,,Massachusetts,All,2009-10,201026,91,903
State,,Michigan,All,2009-10,201026,104,1604
State,,Minnesota,All,2009-10,201026,48,686
State,,Mississippi,All,2009-10,201026,30,517
State,,Missouri,All,2009-10,201026,53,1011
State,,Montana,All,2009-10,201026,11,165
State,,Nebraska,All,2009-10,201026,32,279
State,,Nevada,All,2009-10,201026,19,370
State,,New Hampshire,All,2009-10,201026,7,159
State,,New Jersey,All,2009-10,201026,76,1303
State,,New Mexico,All,2009-10,201026,21,302
State,,New York,All,2009-10,201026,134,1759
State,,New York City,All,2009-10,201026,99,939
State,,North Carolina,All,2009-10,201026,127,1489
State,,North Dakota,All,2009-10,201026,9,102
State,,Ohio,All,2009-10,201026,149,1965
State,,Oklahoma,All,2009-10,201026,60,652
State,,Oregon,All,2009-10,201026,28,607
State,,Pennsylvania,All,2009-10,201026,154,2169
State,,Rhode Island,All,2009-10,201026,16,155
State,,South Carolina,All,2009-10,201026,42,750
State,,South Dakota,All,2009-10,201026,5,121
State,,Tennessee,All,2009-10,201026,105,1126
State,,Texas,All,2009-10,201026,189,2946
State,,Utah,All,2009-10,201026,20,278
State,,Vermont,All,2009-10,201026,9,93
State,,Virginia,All,2009-10,201026,63,1047
State,,Washington,All,2009-10,201026,70,912
State,,West Virginia,All,2009-10,201026,22,397
State,,Wisconsin,All,2009-10,201026,49,819
State,,Wyoming,All,2009-10,201026,4,78
State,,Alabama,All,2009-10,201027,61,822
State,,Alaska,All,2009-10,201027,1,78
State,,Arizona,All,2009-10,201027,45,918
State,,Arkansas,All,2009-10,201027,33,544
State,,California,All,2009-10,201027,387,4246
State,,Colorado,All,2009-10,201027,35,542
State,,Connecticut,All,2009-10,201027,32,509
State,,Delaware,All,2009-10,201027,10,156
State,,District of Columbia,All,2009-10,201027,11,90
State,,Florida,All,2009-10,201027,178,3218
State,,Georgia,All,2009-10,201027,66,1291
State,,Hawaii,All,2009-10,201027,22,187
State,,Idaho,All,2009-10,201027,7,210
State,,Illinois,All,2009-10,201027,163,1840
State,,Indiana,All,2009-10,201027,69,1030
State,,Iowa,All,2009-10,201027,35,532
State,,Kansas,All,2009-10,201027,23,460
State,,Kentucky,All,2009-10,201027,75,801
State,,Louisiana,All,2009-10,201027,25,727
State,,Maine,All,2009-10,201027,17,222
State,,Maryland,All,2009-10,201027,48,764
State,,Massachusetts,All,2009-10,201027,84,1007
State,,Michigan,All,2009-10,201027,128,1690
State,,Minnesota,All,2009-10,201027,51,717
State,,Mississippi,All,2009-10,201027,37,570
State,,Missouri,All,2009-10,201027,70,1014
State,,Montana,All,2009-10,201027,7,161
State,,Nebraska,All,2009-10,201027,19,280
State,,Nevada,All,2009-10,201027,12,371
State,,New Hampshire,All,2009-10,201027,10,177
State,,New Jersey,All,2009-10,201027,83,1266
State,,New Mexico,All,2009-10,201027,21,304
State,,New York,All,2009-10,201027,141,1808
State,,New York City,All,2009-10,201027,82,1077
State,,North Carolina,All,2009-10,201027,122,1443
State,,North Dakota,All,2009-10,201027,12,102
State,,Ohio,All,2009-10,201027,154,2078
State,,Oklahoma,All,2009-10,201027,50,675
State,,Oregon,All,2009-10,201027,33,577
State,,Pennsylvania,All,2009-10,201027,104,2297
State,,Rhode Island,All,2009-10,201027,17,189
State,,South Carolina,All,2009-10,201027,71,758
State,,South Dakota,All,2009-10,201027,12,128
State,,Tennessee,All,2009-10,201027,80,1055
State,,Texas,All,2009-10,201027,211,2925
State,,Utah,All,2009-10,201027,20,301
State,,Vermont,All,2009-10,201027,8,91
State,,Virginia,All,2009-10,201027,79,1096
State,,Washington,All,2009-10,201027,75,998
State,,West Virginia,All,2009-10,201027,27,395
State,,Wisconsin,All,2009-10,201027,55,834
State,,Wyoming,All,2009-10,201027,5,86
State,,Alabama,All,2009-10,201028,49,885
State,,Alaska,All,2009-10,201028,2,63
State,,Arizona,All,2009-10,201028,53,887
State,,Arkansas,All,2009-10,201028,31,509
State,,California,All,2009-10,201028,383,4301
State,,Colorado,All,2009-10,201028,33,575
State,,Connecticut,All,2009-10,201028,38,527
State,,Delaware,All,2009-10,201028,7,124
State,,District of Columbia,All,2009-10,201028,7,101
State,,Florida,All,2009-10,201028,162,3132
State,,Georgia,All,2009-10,201028,65,1256
State,,Hawaii,All,2009-10,201028,16,175
State,,Idaho,All,2009-10,201028,11,205
State,,Illinois,All,2009-10,201028,159,1814
State,,Indiana,All,2009-10,201028,70,1017
State,,Iowa,All,2009-10,201028,29,495
State,,Kansas,All,2009-10,201028,40,432
State,,Kentucky,All,2009-10,201028,48,701
State,,Louisiana,All,2009-10,201028,47,777
State,,Maine,All,2009-10,201028,6,205
State,,Maryland,All,2009-10,201028,67,770
State,,Massachusetts,All,2009-10,201028,67,880
State,,Michigan,All,2009-10,201028,105,1618
State,,Minnesota,All,2009-10,201028,45,677
State,,Mississippi,All,2009-10,201028,38,536
State,,Missouri,All,2009-10,201028,71,1001
State,,Montana,All,2009-10,201028,3,168
State,,Nebraska,All,2009-10,201028,19,308
State,,Nevada,All,2009-10,201028,22,395
State,,New Hampshire,All,2009-10,201028,9,182
State,,New Jersey,All,2009-10,201028,64,1241
State,,New Mexico,All,2009-10,201028,25,300
State,,New York,All,2009-10,201028,147,1803
State,,New York City,All,2009-10,201028,72,933
State,,North Carolina,All,2009-10,201028,112,1447
State,,North Dakota,All,2009-10,201028,6,123
State,,Ohio,All,2009-10,201028,149,2028
State,,Oklahoma,All,2009-10,201028,58,742
State,,Oregon,All,2009-10,201028,41,596
State,,Pennsylvania,All,2009-10,201028,131,2294
State,,Rhode Island,All,2009-10,201028,15,172
State,,South Carolina,All,2009-10,201028,50,705
State,,South Dakota,All,2009-10,201028,12,132
State,,Tennessee,All,2009-10,201028,83,1023
State,,Texas,All,2009-10,201028,192,3041
State,,Utah,All,2009-10,201028,19,283
State,,Vermont,All,2009-10,201028,5,77
State,,Virginia,All,2009-10,201028,81,1056
State,,Washington,All,2009-10,201028,67,904
State,,West Virginia,All,2009-10,201028,27,361
State,,Wisconsin,All,2009-10,201028,63,864
State,,Wyoming,All,2009-10,201028,6,86
State,,Alabama,All,2009-10,201029,53,880
State,,Alaska,All,2009-10,201029,3,80
State,,Arizona,All,2009-10,201029,39,900
State,,Arkansas,All,2009-10,201029,39,543
State,,California,All,2009-10,201029,385,4260
State,,Colorado,All,2009-10,201029,30,562
State,,Connecticut,All,2009-10,201029,40,510
State,,Delaware,All,2009-10,201029,10,135
State,,District of Columbia,All,2009-10,201029,4,76
State,,Florida,All,2009-10,201029,175,3117
State,,Georgia,All,2009-10,201029,88,1347
State,,Hawaii,All,2009-10,201029,17,185
State,,Idaho,All,2009-10,201029,15,217
State,,Illinois,All,2009-10,201029,132,1788
State,,Indiana,All,2009-10,201029,65,1017
State,,Iowa,All,2009-10,201029,30,488
State,,Kansas,All,2009-10,201029,33,413
State,,Kentucky,All,2009-10,201029,65,784
State,,Louisiana,All,2009-10,201029,38,703
State,,Maine,All,2009-10,201029,14,240
State,,Maryland,All,2009-10,201029,54,768
State,,Massachusetts,All,2009-10,201029,80,922
State,,Michigan,All,2009-10,201029,96,1528
State,,Minnesota,All,2009-10,201029,43,649
State,,Mississippi,All,2009-10,201029,32,509
State,,Missouri,All,2009-10,201029,65,1044
State,,Montana,All,2009-10,201029,11,163
State,,Nebraska,All,2009-10,201029,23,279
State,,Nevada,All,2009-10,201029,18,394
State,,New Hampshire,All,2009-10,201029,11,161
State,,New Jersey,All,2009-10,201029,67,1216
State,,New Mexico,All,2009-10,201029,15,297
State,,New York,All,2009-10,201029,124,1746
State,,New York City,All,2009-10,201029,78,984
State,,North Carolina,All,2009-10,201029,118,1339
State,,North Dakota,All,2009-10,201029,9,108
State,,Ohio,All,2009-10,201029,142,1915
State,,Oklahoma,All,2009-10,201029,55,716
State,,Oregon,All,2009-10,201029,40,609
State,,Pennsylvania,All,2009-10,201029,109,2240
State,,Rhode Island,All,2009-10,201029,21,184
State,,South Carolina,All,2009-10,201029,40,698
State,,South Dakota,All,2009-10,201029,12,150
State,,Tennessee,All,2009-10,201029,93,1157
State,,Texas,All,2009-10,201029,197,3010
State,,Utah,All,2009-10,201029,29,288
State,,Vermont,All,2009-10,201029,7,82
State,,Virginia,All,2009-10,201029,79,1083
State,,Washington,All,2009-10,201029,63,884
State,,West Virginia,All,2009-10,201029,22,401
State,,Wisconsin,All,2009-10,201029,58,831
State,,Wyoming,All,2009-10,201029,11,94
State,,Alabama,All,2009-10,201030,43,856
State,,Alaska,All,2009-10,201030,2,74
State,,Arizona,All,2009-10,201030,48,843
State,,Arkansas,All,2009-10,201030,45,560
State,,California,All,2009-10,201030,321,4122
State,,Colorado,All,2009-10,201030,30,595
State,,Connecticut,All,2009-10,201030,34,499
State,,Delaware,All,2009-10,201030,11,129
State,,District of Columbia,All,2009-10,201030,5,81
State,,Florida,All,2009-10,201030,151,3171
State,,Georgia,All,2009-10,201030,66,1238
State,,Hawaii,All,2009-10,201030,17,188
State,,Idaho,All,2009-10,201030,10,187
State,,Illinois,All,2009-10,201030,108,1804
State,,Indiana,All,2009-10,201030,71,1063
State,,Iowa,All,2009-10,201030,31,501
State,,Kansas,All,2009-10,201030,26,456
State,,Kentucky,All,2009-10,201030,53,749
State,,Louisiana,All,2009-10,201030,26,688
State,,Maine,All,2009-10,201030,10,212
State,,Maryland,All,2009-10,201030,64,824
State,,Massachusetts,All,2009-10,201030,84,928
State,,Michigan,All,2009-10,201030,102,1617
State,,Minnesota,All,2009-10,201030,37,746
State,,Mississippi,All,2009-10,201030,27,496
State,,Missouri,All,2009-10,201030,55,966
State,,Montana,All,2009-10,201030,10,182
State,,Nebraska,All,2009-10,201030,17,282
State,,Nevada,All,2009-10,201030,22,363
State,,New Hampshire,All,2009-10,201030,17,206
State,,New Jersey,All,2009-10,201030,91,1241
State,,New Mexico,All,2009-10,201030,8,277
State,,New York,All,2009-10,201030,122,1654
State,,New York City,All,2009-10,201030,104,934
State,,North Carolina,All,2009-10,201030,126,1390
State,,North Dakota,All,2009-10,201030,9,78
State,,Ohio,All,2009-10,201030,140,1944
State,,Oklahoma,All,2009-10,201030,52,699
State,,Oregon,All,2009-10,201030,25,574
State,,Pennsylvania,All,2009-10,201030,132,2251
State,,Rhode Island,All,2009-10,201030,16,156
State,,South Carolina,All,2009-10,201030,57,727
State,,South Dakota,All,2009-10,201030,14,126
State,,Tennessee,All,2009-10,201030,97,1086
State,,Texas,All,2009-10,201030,196,2995
State,,Utah,All,2009-10,201030,20,256
State,,Vermont,All,2009-10,201030,5,96
State,,Virginia,All,2009-10,201030,60,1060
State,,Washington,All,2009-10,201030,64,857
State,,West Virginia,All,2009-10,201030,33,397
State,,Wisconsin,All,2009-10,201030,47,837
State,,Wyoming,All,2009-10,201030,6,89
State,,Alabama,All,2009-10,201031,67,922
State,,Alaska,All,2009-10,201031,4,73
State,,Arizona,All,2009-10,201031,45,881
State,,Arkansas,All,2009-10,201031,29,531
State,,California,All,2009-10,201031,397,4149
State,,Colorado,All,2009-10,201031,27,543
State,,Connecticut,All,2009-10,201031,45,522
State,,Delaware,All,2009-10,201031,14,163
State,,District of Columbia,All,2009-10,201031,2,88
State,,Florida,All,2009-10,201031,148,3222
State,,Georgia,All,2009-10,201031,76,1280
State,,Hawaii,All,2009-10,201031,13,164
State,,Idaho,All,2009-10,201031,17,204
State,,Illinois,All,2009-10,201031,126,1865
State,,Indiana,All,2009-10,201031,60,975
State,,Iowa,All,2009-10,201031,34,457
State,,Kansas,All,2009-10,201031,39,433
State,,Kentucky,All,2009-10,201031,47,760
State,,Louisiana,All,2009-10,201031,40,773
State,,Maine,All,2009-10,201031,14,225
State,,Maryland,All,2009-10,201031,70,812
State,,Massachusetts,All,2009-10,201031,98,966
State,,Michigan,All,2009-10,201031,99,1663
State,,Minnesota,All,2009-10,201031,53,669
State,,Mississippi,All,2009-10,201031,33,558
State,,Missouri,All,2009-10,201031,61,1013
State,,Montana,All,2009-10,201031,10,172
State,,Nebraska,All,2009-10,201031,23,263
State,,Nevada,All,2009-10,201031,19,365
State,,New Hampshire,All,2009-10,201031,16,202
State,,New Jersey,All,2009-10,201031,83,1237
State,,New Mexico,All,2009-10,201031,22,262
State,,New York,All,2009-10,201031,102,1644
State,,New York City,All,2009-10,201031,92,895
State,,North Carolina,All,2009-10,201031,109,1432
State,,North Dakota,All,2009-10,201031,7,89
State,,Ohio,All,2009-10,201031,119,2005
State,,Oklahoma,All,2009-10,201031,32,703
State,,Oregon,All,2009-10,201031,30,570
State,,Pennsylvania,All,2009-10,201031,129,2222
State,,Rhode Island,All,2009-10,201031,17,160
State,,South Carolina,All,2009-10,201031,44,806
State,,South Dakota,All,2009-10,201031,7,130
State,,Tennessee,All,2009-10,201031,84,1027
State,,Texas,All,2009-10,201031,197,3060
State,,Utah,All,2009-10,201031,14,260
State,,Vermont,All,2009-10,201031,7,100
State,,Virginia,All,2009-10,201031,54,1029
State,,Washington,All,2009-10,201031,50,897
State,,West Virginia,All,2009-10,201031,31,394
State,,Wisconsin,All,2009-10,201031,69,872
State,,Wyoming,All,2009-10,201031,9,86
State,,Alabama,All,2009-10,201032,43,914
State,,Alaska,All,2009-10,201032,5,79
State,,Arizona,All,2009-10,201032,29,822
State,,Arkansas,All,2009-10,201032,33,515
State,,California,All,2009-10,201032,316,4157
State,,Colorado,All,2009-10,201032,40,572
State,,Connecticut,All,2009-10,201032,30,470
State,,Delaware,All,2009-10,201032,8,140
State,,District of Columbia,All,2009-10,201032,4,64
State,,Florida,All,2009-10,201032,138,3041
State,,Georgia,All,2009-10,201032,90,1284
State,,Hawaii,All,2009-10,201032,13,173
State,,Idaho,All,2009-10,201032,12,206
State,,Illinois,All,2009-10,201032,134,1812
State,,Indiana,All,2009-10,201032,74,1073
State,,Iowa,All,2009-10,201032,38,507
State,,Kansas,All,2009-10,201032,30,434
State,,Kentucky,All,2009-10,201032,52,754
State,,Louisiana,All,2009-10,201032,37,742
State,,Maine,All,2009-10,201032,16,229
State,,Maryland,All,2009-10,201032,50,778
State,,Massachusetts,All,2009-10,201032,70,912
State,,Michigan,All,2009-10,201032,110,1607
State,,Minnesota,All,2009-10,201032,40,662
State,,Mississippi,All,2009-10,201032,29,551
State,,Missouri,All,2009-10,201032,57,965
State,,Montana,All,2009-10,201032,11,163
State,,Nebraska,All,2009-10,201032,17,251
State,,Nevada,All,2009-10,201032,17,367
State,,New Hampshire,All,2009-10,201032,13,176
State,,New Jersey,All,2009-10,201032,72,1232
State,,New Mexico,All,2009-10,201032,17,277
State,,New York,All,2009-10,201032,120,1720
State,,New York City,All,2009-10,201032,93,923
State,,North Carolina,All,2009-10,201032,102,1505
State,,North Dakota,All,2009-10,201032,12,110
State,,Ohio,All,2009-10,201032,127,1945
State,,Oklahoma,All,2009-10,201032,47,671
State,,Oregon,All,2009-10,201032,43,613
State,,Pennsylvania,All,2009-10,201032,145,2244
State,,Rhode Island,All,2009-10,201032,19,157
State,,South Carolina,All,2009-10,201032,56,724
State,,South Dakota,All,2009-10,201032,13,123
State,,Tennessee,All,2009-10,201032,86,1104
State,,Texas,All,2009-10,201032,192,3089
State,,Utah,All,2009-10,201032,12,280
State,,Vermont,All,2009-10,201032,5,74
State,,Virginia,All,2009-10,201032,73,1060
State,,Washington,All,2009-10,201032,53,849
State,,West Virginia,All,2009-10,201032,33,416
State,,Wisconsin,All,2009-10,201032,57,863
State,,Wyoming,All,2009-10,201032,3,70
State,,Alabama,All,2009-10,201033,50,838
State,,Alaska,All,2009-10,201033,3,69
State,,Arizona,All,2009-10,201033,54,875
State,,Arkansas,All,2009-10,201033,39,513
State,,California,All,2009-10,201033,363,4276
State,,Colorado,All,2009-10,201033,35,526
State,,Connecticut,All,2009-10,201033,42,496
State,,Delaware,All,2009-10,201033,5,126
State,,District of Columbia,All,2009-10,201033,7,84
State,,Florida,All,2009-10,201033,155,3112
State,,Georgia,All,2009-10,201033,70,1260
State,,Hawaii,All,2009-10,201033,10,169
State,,Idaho,All,2009-10,201033,13,192
State,,Illinois,All,2009-10,201033,138,1910
State,,Indiana,All,2009-10,201033,55,1032
State,,Iowa,All,2009-10,201033,28,506
State,,Kansas,All,2009-10,201033,27,444
State,,Kentucky,All,2009-10,201033,48,709
State,,Louisiana,All,2009-10,201033,35,681
State,,Maine,All,2009-10,201033,16,220
State,,Maryland,All,2009-10,201033,62,780
State,,Massachusetts,All,2009-10,201033,96,973
State,,Michigan,All,2009-10,201033,104,1612
State,,Minnesota,All,2009-10,201033,42,720
